subject_id,subject_name,professor,user_major,wishlist_actions,timetable_actions,unique_users
11454,독일의일상과대중문화,이노은,독어독문학과,2,3,5
11457,독일문화와젠더,신동도,독어독문학과,3,3,5
11465,실용영어(1),정채관,영어영문학과,1,5,5
11466,영문법의이해,윤소연,영어영문학과,1,4,5
11477,희곡개론,황연,영어영문학과,3,3,5
11478,중급영어회화(1),알라나 커밍스,영어영문학과,3,3,5
11485,영어음운론,정예지,영어영문학과,2,3,5
11489,Academic English,이은재,화학과,2,4,5
11552,Academic English,김상조,정보통신공학과,0,5,5
11586,Academic English,이은재,경영학부,1,4,5
11602,AI시대의글쓰기이론과실제,김은경,일본지역문화학과,3,4,5
11625,AI시대의글쓰기이론과실제,윤숙,사회복지학과,2,4,5
11651,AI시대의글쓰기이론과실제,박상원,소비자학과,0,5,5
11740,AI사고와데이터리터러시,추교남,국어국문학과,3,5,5
11741,AI사고와데이터리터러시,추교남,불어불문학과,2,3,5
11748,AI사고와데이터리터러시,이선아,중어중국학과,4,4,5
11763,AI사고와데이터리터러시,김종탁,디자인학부,1,5,5
11791,대학영어회화1,데릭 스톤,법학부,0,5,5
11803,대학영어회화1,알란,법학부,2,4,5
11807,대학영어회화1,"캘럼 맥코
트",독어독문학과,0,5,5
11820,대학영어회화1,"브렌트 맥
납",물리학과,1,5,5
11855,대학영어회화1,"캘럼 맥코
트",문헌정보학과,1,4,5
11899,대학영어회화1,"티모시 톰
슨",전자공학부,1,4,5
11936,대학영어회화1,유원,컴퓨터공학부,0,5,5
11951,대학영어회화1,"티모시 톰
슨",경영학부,0,5,5
12147,운동처방실제,OCU,법학부,1,4,5
12151,모두의인공지능,OCU,법학부,1,4,5
