source,subject_id_a,subject_name_a,professor_a,subject_id_b,subject_name_b,professor_b,co_user_count
timetable,9729,화물운송론,이향숙,9734,계량물류분석론,송상화,5
timetable,9745,거시경제론,김부용,9754,일본어독해작문(2),기타우치 다이토,5
timetable,9745,거시경제론,김부용,9759,중급일본어회화,기타우치 다이토,5
timetable,9750,미시데이터분석,김지영,9753,일본경제론,김종인,5
timetable,9750,미시데이터분석,김지영,12119,대학영어회화1,Cruz Jr2Fidel,5
timetable,9753,일본경제론,김종인,9754,일본어독해작문(2),기타우치 다이토,5
timetable,9753,일본경제론,김종인,9759,중급일본어회화,기타우치 다이토,5
timetable,9786,나노바이오실험1,이승호,9787,세포생물학,이승호,5
timetable,9786,나노바이오실험1,이승호,9788,뇌공학,양성구,5
timetable,9787,세포생물학,이승호,9790,바이오전자공학,미배정,5
timetable,9787,세포생물학,이승호,9793,인체생리학,양성구,5
timetable,9788,뇌공학,양성구,9790,바이오전자공학,미배정,5
timetable,9788,뇌공학,양성구,9791,종합설계및세미나1,송영준,5
timetable,9788,뇌공학,양성구,9793,인체생리학,양성구,5
timetable,9789,바이오 센서 공학,한상길,9790,바이오전자공학,미배정,5
timetable,9795,유기화학(1),박경민,9819,일반화학(1),그레고리 아이작 피터슨,5
timetable,9799,분자생물학,장성호,9803,유전공학,황병희,5
timetable,9800,생명공학세미나 1,이동택,9803,유전공학,황병희,5
timetable,9800,생명공학세미나 1,이동택,9804,의학공학,박경민,5
timetable,9801,생명공학실험 2,미배정,9803,유전공학,황병희,5
timetable,9801,생명공학실험 2,미배정,9804,의학공학,박경민,5
timetable,9816,일반생물학실험(1),장성호,9818,일반화학(1),그레고리 아이작 피터슨,5
timetable,9821,일반화학실험(1),방지원,9824,자기설계세미나 I,장성호,5
timetable,9832,생화학,이미수,9835,미생물학,예정용,5
timetable,9833,유기화학,봉지홍,9835,미생물학,예정용,5
timetable,9837,유전학,박준태,9841,발생생물학및줄기세포학,이미수,5
timetable,9866,대학수학(1),김기태,9870,생물학기초(1),박준태,5
timetable,9868,물리학,유상구,9870,생물학기초(1),박준태,5
timetable,9869,물리학,유상구,9880,화학,권태현,5
timetable,9870,생물학기초(1),박준태,9874,생물학기초실험(1),봉지홍,5
timetable,9870,생물학기초(1),박준태,9876,자기설계세미나 I,박준태,5
timetable,9870,생물학기초(1),박준태,9881,화학실험,강동구,5
timetable,9874,생물학기초실험(1),봉지홍,9880,화학,권태현,5
timetable,9876,자기설계세미나 I,박준태,9880,화학,권태현,5
timetable,9880,화학,권태현,9883,화학실험,그레고리 아이작 피터슨,5
timetable,9886,건축환경,이동석,9887,서양건축사,신은기,5
timetable,9921,건축설비(1),이세진,9922,철근콘크리트구조1,천성철,5
timetable,9926,건축실시설계,박지훈,9928,건축경제,구충완,5
timetable,9926,건축실시설계,박지훈,9930,친환경건축설비,장현숙,5
timetable,9932,대학수학(1),이혜경,9935,건축기초설계1,김한규,5
timetable,9932,대학수학(1),이혜경,9948,건축개론,김한규,5
timetable,9935,건축기초설계1,김한규,11719,AI시대의글쓰기이론과실제,박상원,5
timetable,9948,건축개론,김한규,11719,AI시대의글쓰기이론과실제,박상원,5
timetable,9957,도시공간정보기초,강준오,9962,도시경제학,권기현,5
timetable,9959,도시토지이용계획,엄현주,9960,교통공학개론,최현주,5
timetable,9959,도시토지이용계획,엄현주,9962,도시경제학,권기현,5
timetable,9997,선형대수학,신희수,9999,일반물리(1),김영찬,5
timetable,9997,선형대수학,신희수,10001,지구시스템과학,강정구,5
timetable,9997,선형대수학,신희수,10003,건설환경공학개론,박정희,5
timetable,9999,일반물리(1),김영찬,10003,건설환경공학개론,박정희,5
timetable,10004,확률및통계,김경희,10007,측량학(1),최병길,5
timetable,10012,수문학,미배정,10017,건설경제성공학,미배정,5
timetable,10012,수문학,미배정,10019,상수도시스템,장동우,5
timetable,10015,토질실험,박정희,10019,상수도시스템,장동우,5
timetable,10017,건설경제성공학,미배정,10019,상수도시스템,장동우,5
timetable,10041,도시행정학,미배정,10043,도시계획론,최승준,5
timetable,10044,도시사회학이론,최혜민,10049,정부예산과경제,윤광진,5
timetable,10048,도시조사분석방법론,최승준,10051,도시교통계획론,양욱재,5
timetable,10139,수학교과교육론,왕효원,10141,미분방정식,이동선,5
timetable,10140,해석학,윤영훈,10141,미분방정식,이동선,5
timetable,10141,미분방정식,이동선,10142,조합및그래프이론,하구용,5
timetable,10141,미분방정식,이동선,10143,집합론,장규환,5
timetable,10156,일본어문법,최은혁,10159,일본어강독,최현필,5
timetable,10157,일본어학개론,조선영,10159,일본어강독,최현필,5
timetable,10158,일본문화,하야사와 마사토,10159,일본어강독,최현필,5
timetable,10216,운동과스포츠생리학,황문현,10224,스포츠경제학,성호준,5
timetable,10220,기능해부학,홍성현,10224,스포츠경제학,성호준,5
timetable,10224,스포츠경제학,성호준,10229,장애및질환에따른신체활동,김동일,5
timetable,10230,생체역학,김남웅,10232,운동부하검사,미배정,5
timetable,10230,생체역학,김남웅,10234,하지운동손상평가,미배정,5
timetable,10232,운동부하검사,미배정,10234,하지운동손상평가,미배정,5
timetable,10280,기초기능해부학,전경규,10286,스포츠사회학,임새미,5
timetable,10281,기초기능해부학,전경규,10283,웨이트트레이닝기초,미배정,5
timetable,10281,기초기능해부학,전경규,10284,웨이트트레이닝기초,정국현,5
timetable,10282,웨이트트레이닝기초,김연휘,10285,스포츠사회학,임새미,5
timetable,10283,웨이트트레이닝기초,미배정,10289,New sports1,우희준,5
timetable,10284,웨이트트레이닝기초,정국현,10287,운동생리학,이세원,5
timetable,10286,스포츠사회학,임새미,12012,대학영어회화1,데이비드,5
timetable,10287,운동생리학,이세원,10289,New sports1,우희준,5
timetable,10288,운동생리학,이세원,10290,농구,미배정,5
timetable,10289,New sports1,우희준,10290,농구,미배정,5
timetable,10370,영상과디자인,유동현,11762,AI사고와데이터리터러시,황태준,5
timetable,10376,기초제품디자인,조유석,10380,GUI디자인,이운형,5
