subject_id,course_code,semester,active,subject_name,professor,department,grade,subject_type,class_method,credits,is_night,wishlist_count,wishlist_user_count,required_count,avg_wishlist_priority,timetable_count,timetable_user_count,combined_user_count,total_saved_actions,first_wishlist_at,last_wishlist_at,first_timetable_at,last_timetable_at
11160,,,True,위기관리전략,송민호,미디어커뮤니케이션학과,4.0,전심,OFFLINE,3,False,3,3,1,3.0,9,9,10,12,2026-02-02 06:44:33.838740,2026-02-02 15:39:20.582011,2026-02-02 02:43:18.860792,2026-02-05 07:38:07.460274
11252,,,True,분자분광학,이창민,화학과,3.0,전심,OFFLINE,3,False,2,2,1,3.0,10,10,10,12,2026-02-02 09:22:29.785354,2026-02-03 19:57:33.633297,2026-02-01 23:09:04.702005,2026-02-03 19:51:26.212975
11307,,,True,미분방정식,문병수,수학과,2.0,전심,OFFLINE,3,False,3,3,0,3.0,9,9,10,12,2026-02-02 00:42:55.818294,2026-02-03 07:23:26.345291,2026-02-01 16:38:55.037962,2026-02-04 02:29:51.933843
11453,,,True,독일어문법,이원경,독어독문학과,2.0,전심,OFFLINE,3,False,2,2,1,3.0,10,10,10,12,2026-02-01 22:29:49.861433,2026-02-02 12:54:49.754597,2026-02-01 17:57:42.108212,2026-02-04 05:35:20.515167
11920,,,True,대학영어회화1,"캘럼 맥코
트",산업경영공학과,2.0,기교,OFFLINE,1,False,3,3,2,3.0,9,9,10,12,2026-02-02 07:52:30.202517,2026-02-04 00:15:39.884207,2026-02-02 07:33:37.431943,2026-02-04 04:30:15.066894
11939,,,True,대학영어회화1,"캘럼 맥코
트",컴퓨터공학부,2.0,기교,OFFLINE,1,False,2,2,2,3.0,10,10,10,12,2026-02-03 16:04:53.612148,2026-02-04 09:50:07.012722,2026-02-02 09:19:15.056063,2026-02-04 09:50:04.733999
12115,,,True,대학영어회화1,브렌트 맥,영어영문학과,2.0,기교,OFFLINE,1,False,3,3,2,3.0,9,9,10,12,2026-02-02 16:39:30.835988,2026-02-03 09:08:23.751681,2026-02-02 18:59:08.304571,2026-02-08 13:07:11.334365
9404,,,True,처음하는기타연주,조예리,교양,,심교,OFFLINE,1,False,7,7,0,3.0,5,5,9,12,2026-02-02 08:24:38.920914,2026-02-04 14:22:07.754763,2026-02-02 13:45:30.161197,2026-02-05 14:00:06.837898
9854,,,True,동물분류및형태학,배양섭,생명과학전공,3.0,전핵,OFFLINE,3,False,3,3,2,3.0,9,9,9,12,2026-02-01 23:05:07.978561,2026-02-04 08:18:15.567562,2026-02-01 23:03:08.203868,2026-02-24 08:53:04.130095
9856,,,True,분자생물학,최재혁,생명과학전공,3.0,전핵,OFFLINE,3,False,3,3,2,3.0,9,9,9,12,2026-02-01 23:05:05.211951,2026-02-04 08:18:13.908646,2026-02-01 23:02:59.051464,2026-02-04 08:09:07.344261
10673,,,True,대학수학(1),우현명,바이오-로봇시스템공학과,1.0,기교,OFFLINE,3,False,4,4,0,3.0,8,8,9,12,2026-02-02 01:11:17.674319,2026-02-07 10:20:54.798448,2026-02-01 17:01:50.212270,2026-02-13 03:41:52.394633
10678,,,True,정역학,박상인,바이오-로봇시스템공학과,1.0,전기,OFFLINE,3,False,3,3,0,3.0,9,9,9,12,2026-02-03 06:12:22.586379,2026-02-13 20:56:24.459457,2026-02-02 17:32:19.285068,2026-02-13 03:40:20.952370
10789,,,True,시스템종합설계,유우식,산업경영공학과,4.0,전핵,OFFLINE,3,False,6,6,0,3.0,6,6,9,12,2026-02-02 07:50:20.062164,2026-02-03 19:25:32.538737,2026-02-02 10:42:44.186891,2026-02-03 18:47:04.510999
11220,,,True,현대패션콘텐츠,박은경,패션산업학과,3.0,전핵,OFFLINE,3,False,3,3,3,3.0,9,9,9,12,2026-02-02 05:22:29.921872,2026-02-02 13:08:55.848984,2026-02-02 01:26:34.702049,2026-02-04 01:22:59.316062
11318,,,True,중국사개론,이용운,중어중국학과,1.0,전핵,OFFLINE,3,False,4,4,2,3.0,8,8,9,12,2026-02-02 06:16:52.936505,2026-02-03 04:40:58.102651,2026-02-02 09:50:10.135349,2026-02-04 11:18:28.640859
11342,,,True,일본문화콘텐츠입문,남상욱,일본지역문화학과,1.0,전핵,OFFLINE,3,False,4,4,1,3.0,8,8,9,12,2026-02-02 15:21:36.243270,2026-02-09 07:16:55.789615,2026-02-01 17:28:18.924859,2026-02-21 18:38:00.828614
10039,,,True,엔지니어링소프트웨어,유지예,도시환경공학부,1.0,전핵,OFFLINE,3,False,6,6,2,3.0,6,6,8,12,2026-02-03 05:42:30.280152,2026-02-04 12:23:44.978703,2026-02-02 01:42:26.473883,2026-02-22 08:33:42.836802
11319,,,True,중국사개론,이용운,중어중국학과,1.0,전핵,OFFLINE,3,False,4,4,4,3.0,8,8,8,12,2026-02-02 16:00:21.973830,2026-02-03 08:15:36.178593,2026-02-02 03:09:50.292298,2026-02-09 11:22:19.558199
11932,,,True,대학영어회화1,알란,산업경영공학과,2.0,기교,OFFLINE,1,False,5,5,2,3.0,7,7,8,12,2026-02-02 16:19:38.012833,2026-02-04 18:30:21.292647,2026-02-02 10:31:51.141309,2026-02-05 15:17:21.755874
9196,,,True,세상의심장으로자신을브랜드하라,양근용,교양,,핵교,OFFLINE,3,False,10,10,0,3.0,1,1,11,11,2026-02-02 00:54:54.374160,2026-02-04 04:50:39.296699,2026-02-03 06:53:49.621474,2026-02-03 06:53:49.621474
9242,,,True,현대사회와빅데이터,양태연,교양,,핵교,OFFLINE,3,False,6,6,0,3.0,5,5,11,11,2026-02-02 07:48:04.652439,2026-02-04 08:14:07.124708,2026-02-03 09:47:17.240493,2026-02-05 02:45:03.855657
9692,,,True,환경법,남상택,법학부,3.0,전심,OFFLINE,3,False,2,2,0,3.0,9,9,11,11,2026-02-02 08:50:07.740063,2026-02-02 13:28:46.263855,2026-02-02 00:41:41.398415,2026-02-04 09:24:24.826279
9750,,,True,미시데이터분석,김지영,동북아국제통상전공,2.0,전심,OFFLINE,3,False,0,0,0,,11,11,11,11,,,2026-02-01 23:55:04.433891,2026-02-04 11:05:53.704964
9868,,,True,물리학,유상구,생명과학부,1.0,기교,OFFLINE,3,False,3,3,1,3.0,8,8,11,11,2026-02-03 08:21:58.056818,2026-02-13 15:47:27.499052,2026-02-01 23:05:38.694709,2026-02-18 01:44:45.101018
10015,,,True,토질실험,박정희,건설환경공학전공,3.0,전핵,OFFLINE,1,False,1,1,1,3.0,10,10,11,11,2026-02-03 08:39:05.005494,2026-02-03 08:39:05.005494,2026-02-01 17:54:51.206260,2026-02-04 13:55:28.274784
10021,,,True,토질역학(2),우상인,건설환경공학전공,3.0,전심,ONLINE,3,False,0,0,0,,11,11,11,11,,,2026-02-01 17:48:59.765299,2026-02-04 14:05:15.508304
10536,,,True,경영분석,정미화,경영학부,4.0,전심,OFFLINE,3,False,3,3,0,3.0,8,8,11,11,2026-02-02 01:17:35.397209,2026-02-04 05:57:11.161300,2026-02-02 02:23:18.978366,2026-02-03 20:32:09.055282
11065,,,True,정치경제학,이갑영,경제학과,2.0,전심,OFFLINE,3,False,3,3,0,3.0,8,8,11,11,2026-02-02 12:37:52.151204,2026-02-04 13:01:15.385254,2026-02-01 19:30:10.677288,2026-02-04 10:33:01.581734
11066,,,True,공정경쟁과산업분석,이기환,경제학과,3.0,전심,OFFLINE,3,False,0,0,0,,11,11,11,11,,,2026-02-02 03:08:59.003792,2026-02-04 15:22:54.263199
11256,,,True,화학논문연구 I,임태은,화학과,3.0,전심,OFFLINE,2,False,0,0,0,,11,11,11,11,,,2026-02-02 00:44:54.511204,2026-02-03 19:51:17.141491
11285,,,True,전자기학(2),박영미,물리학과,3.0,전핵,OFFLINE,3,False,1,1,0,3.0,10,10,11,11,2026-02-04 13:15:14.760295,2026-02-04 13:15:14.760295,2026-02-02 02:07:11.324842,2026-02-04 09:36:41.485608
12006,,,True,대학영어회화1,캘럼 맥코,스포츠과학부,2.0,기교,OFFLINE,1,False,1,1,1,3.0,10,10,11,11,2026-02-04 11:57:39.165473,2026-02-04 11:57:39.165473,2026-02-02 08:14:15.465193,2026-02-04 03:28:51.651490
9047,,,True,(HUSS서강대)인물로본포용사회의역사,미배정,HUSS(타대학),2.0,전심,OFFLINE,3,True,8,8,0,3.0,3,3,10,11,2026-02-19 03:20:00.140840,2026-05-16 13:09:14.744422,2026-02-02 08:53:20.723182,2026-02-22 05:24:14.770022
9112,,,True,해양경찰학개론,김병로,일선,,일선,OFFLINE,3,False,2,2,1,3.0,9,9,10,11,2026-02-01 17:15:37.098053,2026-02-04 05:55:43.322807,2026-02-02 07:53:34.404009,2026-02-05 01:21:05.669631
9166,,,True,근현대세계와한국사,황묘희,교양,,핵교,OFFLINE,3,False,8,8,0,3.0,3,3,10,11,2026-02-02 02:09:34.802646,2026-02-20 07:42:52.118687,2026-02-02 15:03:08.882368,2026-02-04 10:52:48.309581
9238,,,True,현대과학의풍경읽기,정경숙,교양,,핵교,OFFLINE,3,False,6,6,0,3.0,5,5,10,11,2026-02-02 00:52:57.124170,2026-02-19 15:10:01.706484,2026-02-02 11:47:35.005877,2026-02-04 05:24:06.214918
9260,,,True,OTL론,서진완,교양,,심교,OFFLINE,3,False,4,4,0,3.0,7,7,10,11,2026-02-02 08:49:42.335368,2026-02-06 03:06:30.667097,2026-02-02 02:56:28.958442,2026-02-06 03:01:39.607971
9296,,,True,노자리더십의현대적해석,안성재,교양,,심교,OFFLINE,3,False,6,6,0,3.0,5,5,10,11,2026-02-02 13:18:30.882470,2026-02-25 07:01:51.603314,2026-02-02 13:20:33.576209,2026-02-12 01:36:18.306844
9402,,,True,처음하는기타연주,권정구,교양,,심교,OFFLINE,1,False,4,4,0,3.0,7,7,10,11,2026-02-03 07:13:28.482996,2026-02-04 14:22:09.383550,2026-02-02 16:25:37.619491,2026-02-04 02:23:26.118287
9813,,,True,일반생물학(1),장성호,생명공학부,1.0,전기,OFFLINE,2,False,4,4,2,3.0,7,7,10,11,2026-02-02 01:53:36.561629,2026-02-04 04:07:45.144501,2026-02-02 00:20:07.766358,2026-02-24 12:09:18.392043
9958,,,True,기초정역학,김영찬,도시공학과,2.0,전핵,OFFLINE,3,False,2,2,0,3.0,9,9,10,11,2026-02-03 05:48:58.594377,2026-02-04 04:18:41.491811,2026-02-02 02:41:55.661476,2026-02-04 04:05:35.044207
10048,,,True,도시조사분석방법론,최승준,도시행정학과,3.0,전핵,OFFLINE,3,False,1,1,0,3.0,10,10,10,11,2026-02-03 13:32:11.946650,2026-02-03 13:32:11.946650,2026-02-02 01:42:56.412761,2026-02-04 10:20:45.114201
10463,,,True,소득세법,정유석,세무회계학과,2.0,전핵,OFFLINE,3,False,2,2,0,3.0,9,9,10,11,2026-02-03 07:19:25.548698,2026-02-04 05:19:57.453002,2026-02-01 17:53:33.117168,2026-02-04 02:43:38.948028
10471,,,True,원가회계연습,최평국,세무회계학과,3.0,전심,OFFLINE,3,False,4,4,0,3.0,7,7,10,11,2026-02-02 00:54:39.478023,2026-02-03 17:40:06.055101,2026-02-01 17:54:20.854933,2026-02-04 02:16:17.322735
10647,,,True,데이터베이스,박기석,컴퓨터공학부,3.0,전핵,OFFLINE,3,False,8,8,1,3.0,3,3,10,11,2026-02-02 07:19:07.654562,2026-02-04 09:28:05.809549,2026-02-02 02:53:39.790620,2026-02-04 09:54:51.002163
10701,,,True,일반화학(1),노윤호,에너지화학공학과,1.0,전기,OFFLINE,3,False,4,4,1,3.0,7,7,10,11,2026-02-02 09:59:27.810326,2026-02-04 05:58:37.280048,2026-02-02 16:46:12.291862,2026-02-04 15:29:29.166355
10818,,,True,소프트웨어입문,김교선,전자공학부,1.0,전기,OFFLINE,3,True,6,6,1,3.0,5,5,10,11,2026-02-02 01:15:20.264717,2026-02-23 07:27:03.080018,2026-02-02 15:43:06.093897,2026-02-04 15:26:17.202210
10898,,,True,신재생에너지공학,김학만,전기공학과,4.0,전심,BLENDED,3,False,3,3,0,3.0,8,8,10,11,2026-02-01 17:50:47.009526,2026-02-03 13:55:09.663921,2026-02-01 17:51:11.161810,2026-02-04 05:15:16.817972
10918,,,True,물리(1),김말진,기계공학과,1.0,기교,OFFLINE,3,False,3,3,0,3.0,8,8,10,11,2026-02-02 09:08:27.395568,2026-02-24 13:24:15.464382,2026-02-02 09:20:25.225820,2026-02-11 08:58:06.939308
10959,,,True,기계진동,남동호,기계공학과,3.0,전심,BLENDED,3,False,5,5,2,3.0,6,6,10,11,2026-02-02 01:54:39.610276,2026-02-04 12:57:12.886772,2026-02-02 04:04:47.846069,2026-02-04 15:58:21.288307
11013,,,True,경제학원리(1),김순홍,무역학부,1.0,전핵,OFFLINE,3,False,7,7,0,3.0,4,4,10,11,2026-02-02 08:00:30.326585,2026-02-03 17:20:21.843066,2026-02-02 17:04:12.933288,2026-02-05 08:14:36.604195
11060,,,True,미시경제학,황성현,경제학과,2.0,전핵,OFFLINE,3,False,3,3,1,3.0,8,8,10,11,2026-02-02 11:36:35.117810,2026-02-03 23:58:13.804885,2026-02-02 01:06:27.192983,2026-02-04 10:32:32.235299
11067,,,True,국제무역론,이원경,경제학과,3.0,전심,OFFLINE,3,False,2,2,0,3.0,9,9,10,11,2026-02-02 06:12:44.351306,2026-02-02 13:00:53.851701,2026-02-02 03:08:56.787678,2026-02-04 03:57:47.357363
11069,,,True,기초계량경제학,오태희,경제학과,3.0,전심,OFFLINE,3,False,1,1,0,3.0,10,10,10,11,2026-02-02 06:12:47.473194,2026-02-02 06:12:47.473194,2026-02-02 02:39:42.006641,2026-02-03 15:26:25.506524
11281,,,True,수리물리학(1),엇후 도르츠,물리학과,2.0,전심,OFFLINE,3,False,1,1,1,3.0,10,10,10,11,2026-02-02 09:44:23.495285,2026-02-02 09:44:23.495285,2026-02-01 22:39:24.577869,2026-02-04 04:57:18.480701
11309,,,True,복소함수론1,김인현,수학과,3.0,전핵,OFFLINE,3,False,1,1,1,3.0,10,10,10,11,2026-02-01 22:32:29.817019,2026-02-01 22:32:29.817019,2026-02-01 17:51:45.283225,2026-02-04 06:00:04.915279
11326,,,True,근대중국의개혁과혁명,이용운,중어중국학과,2.0,전심,OFFLINE,3,False,2,2,1,3.0,9,9,10,11,2026-02-01 21:26:46.045455,2026-02-03 18:29:08.075584,2026-02-01 21:46:14.177334,2026-02-04 07:51:09.583788
11372,,,True,문화예술의이해,조성주,불어불문학과,2.0,전심,OFFLINE,3,False,2,2,1,3.0,9,9,10,11,2026-02-02 13:14:09.367368,2026-02-02 15:10:02.191741,2026-02-01 17:53:38.465563,2026-02-04 10:49:12.130437
11592,,,True,Academic English,김연정,자유전공학부,1.0,기교,OFFLINE,2,False,2,2,1,3.0,9,9,10,11,2026-02-02 10:54:31.774145,2026-02-05 13:06:13.024573,2026-02-03 06:33:30.402389,2026-02-24 12:08:33.679559
9113,,,True,직업기초능력1,이원철,일선,4.0,일선,OFFLINE,3,True,2,2,0,3.0,9,9,9,11,2026-02-01 18:09:56.776080,2026-02-02 01:07:16.913194,2026-02-01 18:07:44.108197,2026-02-04 05:55:22.054930
9182,,,True,문제해결을위한파이썬,김백현,교양,,핵교,OFFLINE,3,False,6,6,1,3.0,5,5,9,11,2026-02-01 17:03:34.387281,2026-02-19 14:47:04.933597,2026-02-02 07:39:52.963135,2026-02-23 04:25:27.469282
9222,,,True,지역사회와사회공헌,이지혜,교양,,핵교,OFFLINE,1,True,5,5,0,3.0,6,6,9,11,2026-02-02 10:08:24.540826,2026-02-04 09:43:53.079861,2026-02-02 08:17:35.582569,2026-02-04 07:09:36.729514
9384,,,True,음악으로읽는세계문화사,김희진,교양,,심교,OFFLINE,3,False,6,6,1,3.0,5,5,9,11,2026-02-02 14:37:16.374654,2026-02-04 03:36:42.372924,2026-02-02 11:50:01.178200,2026-02-03 17:18:54.037465
9841,,,True,발생생물학및줄기세포학,이미수,분자의생명전공,3.0,전심,OFFLINE,3,False,3,3,0,3.0,8,8,9,11,2026-02-01 23:04:31.432034,2026-02-04 06:01:22.116246,2026-02-01 16:45:33.035777,2026-02-04 03:09:47.188765
9904,,,True,건축과사회,이금진,도시건축학전공,4.0,전심,OFFLINE,3,False,3,3,2,3.0,8,8,9,11,2026-02-02 01:50:34.785693,2026-02-03 04:49:12.251683,2026-02-02 01:25:57.242965,2026-02-04 05:44:34.833337
10780,,,True,제품개발프로세스,박기정,산업경영공학과,3.0,전핵,OFFLINE,3,False,7,7,0,3.0,4,4,9,11,2026-02-02 04:47:45.144728,2026-02-03 14:11:49.470779,2026-02-02 04:03:50.183322,2026-02-03 17:15:51.226616
10865,,,True,대학수학(1),이혜경,전기공학과,1.0,기교,OFFLINE,3,False,3,3,1,3.0,8,8,9,11,2026-02-02 14:01:59.312598,2026-02-04 12:00:30.697598,2026-02-02 04:59:39.338442,2026-02-23 04:25:23.261563
10914,,,True,대학화학,오세영,기계공학과,1.0,기교,OFFLINE,3,False,3,3,0,3.0,8,8,9,11,2026-02-03 05:58:02.526333,2026-02-04 02:11:30.702784,2026-02-02 09:38:24.449894,2026-02-23 05:47:07.492728
11042,,,True,글로벌한류와엔터테인먼트경영전략,박영은,무역학부,4.0,전심,BLENDED,3,False,3,3,0,3.0,8,8,9,11,2026-02-03 15:24:55.520226,2026-02-04 07:50:11.365489,2026-02-02 08:05:23.162236,2026-02-04 08:04:34.399759
11077,,,True,정치학의이해,우병득,정치외교학과,1.0,전기,OFFLINE,3,False,2,2,1,3.0,9,9,9,11,2026-02-04 05:08:59.945936,2026-02-18 03:25:01.053224,2026-02-02 00:08:17.943290,2026-02-16 09:56:02.211497
11155,,,True,엔터테인먼트산업론,나정희,미디어커뮤니케이션학과,3.0,전심,OFFLINE,3,False,5,5,0,3.0,6,6,9,11,2026-02-02 06:10:31.065673,2026-02-04 04:52:36.141721,2026-02-02 01:40:20.170873,2026-02-04 08:59:04.519328
11176,,,True,사회복지법제와 실천,이은아,사회복지학과,4.0,전심,OFFLINE,3,False,2,2,0,3.0,9,9,9,11,2026-02-02 08:41:48.126913,2026-02-03 02:53:47.362053,2026-02-02 02:26:35.681326,2026-02-03 12:42:01.980773
11278,,,True,물리연구소개,박영미,물리학과,2.0,전심,OFFLINE,1,False,2,2,0,3.0,9,9,9,11,2026-02-02 08:17:37.291235,2026-02-02 12:09:40.786848,2026-02-02 04:32:51.947474,2026-02-04 05:37:08.196880
11349,,,True,실천일본어회화(1),나카무라유리,일본지역문화학과,2.0,전심,OFFLINE,2,False,2,2,0,3.0,9,9,9,11,2026-02-03 08:39:55.867717,2026-02-04 02:48:30.400880,2026-02-01 16:58:38.115735,2026-02-05 13:58:36.859911
11416,,,True,현대문학사1,강용훈,국어국문학과,2.0,전핵,OFFLINE,3,False,2,2,0,3.0,9,9,9,11,2026-02-02 14:00:23.276547,2026-02-02 16:41:53.088507,2026-02-02 05:27:38.348009,2026-02-03 13:36:31.285550
11523,,,True,Academic English,김연정,전자공학과,1.0,기교,OFFLINE,2,False,2,2,2,3.0,9,9,9,11,2026-02-02 13:05:26.307220,2026-02-04 04:51:27.748075,2026-02-02 08:51:08.506927,2026-02-23 07:19:55.564760
11872,,,True,대학영어회화1,유원,무역학부,2.0,기교,OFFLINE,1,False,4,4,1,3.0,7,7,9,11,2026-02-02 10:27:55.015385,2026-02-04 15:39:05.721463,2026-02-02 09:16:41.134664,2026-02-04 06:10:45.237704
9051,,,True,(HUSS대구대)다문화시대디지털문화와언어,미배정,HUSS(타대학),3.0,전심,OFFLINE,3,False,6,6,0,3.0,5,5,8,11,2026-02-02 07:49:22.287630,2026-05-16 13:09:56.376346,2026-02-03 21:57:38.431156,2026-05-10 13:48:54.570579
10392,,,True,타이포와이미지,신민정,디자인학부,2.0,전심,OFFLINE,2,False,4,4,0,3.0,7,7,8,11,2026-02-02 14:05:57.686661,2026-02-03 16:08:01.780782,2026-02-02 11:32:33.545019,2026-02-04 04:08:54.872137
10401,,,True,시각디자인,이서진,디자인학부,3.0,전심,BLENDED,2,False,3,3,0,3.0,8,8,8,11,2026-02-02 07:54:56.230624,2026-02-04 01:31:44.872907,2026-02-01 19:02:40.146635,2026-02-04 01:37:52.204947
10406,,,True,편집디자인,문해원,디자인학부,3.0,전심,OFFLINE,2,False,4,4,1,3.0,7,7,8,11,2026-02-03 16:08:54.138305,2026-02-04 01:31:53.682969,2026-02-01 17:34:02.210892,2026-02-04 10:47:34.328901
10481,,,True,인공지능과머신러닝,이채현,데이터과학과,3.0,전심,OFFLINE,3,False,4,4,0,3.0,7,7,8,11,2026-02-02 07:55:51.375258,2026-02-04 05:10:21.879188,2026-02-02 08:37:31.784441,2026-02-04 07:23:29.430210
10942,,,True,기계재료,전태성,기계공학과,2.0,전핵,OFFLINE,3,False,5,5,0,3.0,6,6,8,11,2026-02-02 02:46:56.114367,2026-02-03 06:55:55.738745,2026-02-02 02:33:02.533188,2026-02-04 14:07:57.849583
11054,,,True,회계원리,한홍열,경제학과,1.0,전심,OFFLINE,3,False,3,3,0,3.0,8,8,8,11,2026-02-02 10:50:19.196838,2026-02-06 06:47:12.284442,2026-02-02 01:21:54.284149,2026-02-11 04:46:13.131398
9049,,,True,(HUSS국립부경대)사회복지역사,미배정,HUSS(타대학),3.0,전심,OFFLINE,3,False,7,7,0,3.0,4,4,7,11,2026-02-04 00:39:12.750099,2026-05-16 13:09:41.615199,2026-02-22 05:24:17.105086,2026-05-10 13:48:53.747917
10656,,,True,웹프로그래밍,박기석,컴퓨터공학부,3.0,전심,ONLINE,3,False,4,4,0,3.0,7,7,7,11,2026-02-02 08:09:02.041550,2026-02-03 08:53:44.585840,2026-02-02 08:14:57.345000,2026-02-04 09:44:52.269584
10663,,,True,CAPSTONE DESIGN,안재균,컴퓨터공학부,4.0,전핵,OFFLINE,2,False,4,4,3,3.0,7,7,7,11,2026-02-02 01:41:32.351386,2026-02-04 08:43:30.353002,2026-02-02 01:38:46.657800,2026-02-04 08:45:44.848965
11106,,,True,인적자원개발론,김태성,창의인재개발학과,1.0,전핵,BLENDED,3,False,4,4,2,3.0,7,7,7,11,2026-02-02 17:11:54.185535,2026-02-03 11:44:17.913655,2026-02-02 06:48:54.703286,2026-02-04 00:56:55.337394
11388,,,True,초급독일어회화A1 1,미하엘멩케,독어독문학과,1.0,전기,OFFLINE,1,False,5,5,3,3.0,6,6,7,11,2026-02-02 02:26:05.611931,2026-02-05 02:40:30.726805,2026-02-02 02:31:26.479340,2026-02-21 11:57:22.705431
9162,,,True,근대적지식인은어떻게탄생하였나세미나,이상원,교양,,핵교,OFFLINE,3,False,8,8,0,3.0,2,2,10,10,2026-02-02 01:31:47.078105,2026-02-04 06:06:58.161743,2026-02-03 11:33:29.802186,2026-02-20 10:11:37.383431
9186,,,True,미래를바꾸는말한마디,안호림,교양,,핵교,OFFLINE,3,False,4,4,0,3.0,6,6,10,10,2026-02-02 00:54:43.708722,2026-02-03 23:02:44.614360,2026-02-02 07:48:05.415915,2026-02-04 11:09:06.727390
9349,,,True,소도구필라테스체형교정,양명주,교양,,심교,OFFLINE,1,False,5,5,0,3.0,5,5,10,10,2026-02-02 08:48:13.915957,2026-02-03 07:09:20.099809,2026-02-02 07:46:43.359191,2026-02-04 07:16:42.218246
9359,,,True,실생활에서만나는경영의사결정,교육혁신본부,교양,,심교,ONLINE,1,False,3,3,0,3.0,7,7,10,10,2026-02-02 09:30:14.622289,2026-02-03 14:53:03.060941,2026-02-02 02:44:24.264731,2026-02-03 10:17:00.689856
10010,,,True,수리학(1),미배정,건설환경공학전공,2.0,전심,OFFLINE,3,False,1,1,0,3.0,9,9,10,10,2026-02-04 02:31:50.038476,2026-02-04 02:31:50.038476,2026-02-01 17:15:37.704268,2026-04-18 06:44:13.259924
10284,,,True,웨이트트레이닝기초,정국현,스포츠과학부,2.0,전기,OFFLINE,2,False,0,0,0,,10,10,10,10,,,2026-02-02 01:44:45.090198,2026-02-04 08:16:45.973295
10285,,,True,스포츠사회학,임새미,스포츠과학부,2.0,전핵,OFFLINE,3,False,1,1,1,3.0,9,9,10,10,2026-02-03 04:56:23.309685,2026-02-03 04:56:23.309685,2026-02-02 08:42:19.329237,2026-02-10 05:05:46.904329
10488,,,True,경영학원론,김경미,경영학부,1.0,전기,OFFLINE,3,False,4,4,1,3.0,6,6,10,10,2026-02-02 16:47:12.728454,2026-02-20 02:37:20.906614,2026-02-02 13:08:39.095838,2026-02-04 11:10:45.423869
10580,,,True,데이터베이스,유제진,정보통신공학과,2.0,전핵,OFFLINE,3,False,4,4,0,3.0,6,6,10,10,2026-02-02 02:06:39.906948,2026-02-03 05:11:28.706455,2026-02-03 03:58:36.291376,2026-02-04 10:50:03.264659
10582,,,True,회로이론,김도엽,정보통신공학과,2.0,전핵,OFFLINE,3,False,5,5,0,3.0,5,5,10,10,2026-02-02 02:07:15.900463,2026-02-04 00:46:14.482488,2026-02-02 09:24:56.962616,2026-02-06 07:14:50.246450
10803,,,True,전파공학,윤영노,전자공학전공,3.0,전심,OFFLINE,3,False,3,3,0,3.0,7,7,10,10,2026-02-02 10:46:04.700182,2026-02-04 10:11:46.340691,2026-02-02 04:54:19.975585,2026-02-04 06:35:32.550444
10993,,,True,지속가능소비론,이영애,소비자학과,2.0,전심,OFFLINE,3,False,5,5,0,3.0,5,5,10,10,2026-02-02 11:03:23.041609,2026-02-04 10:30:38.335965,2026-02-02 06:05:09.971562,2026-02-04 03:50:23.845478
11139,,,True,휴먼커뮤니케이션입문,김은이,미디어커뮤니케이션학과,1.0,전핵,OFFLINE,3,False,1,1,0,3.0,9,9,10,10,2026-02-04 04:52:13.358570,2026-02-04 04:52:13.358570,2026-02-02 03:06:31.199397,2026-02-04 13:12:31.878357
11380,,,True,프랑스축제와문화예술,지영호,불어불문학과,3.0,전심,OFFLINE,3,False,3,3,0,3.0,7,7,10,10,2026-02-02 13:14:16.195250,2026-02-03 11:08:48.252562,2026-02-01 17:53:11.313374,2026-02-04 14:52:51.112271
12119,,,True,대학영어회화1,Cruz Jr2Fidel,동북아국제통상전공,2.0,기교,OFFLINE,1,False,0,0,0,,10,10,10,10,,,2026-02-02 09:21:59.254033,2026-02-03 04:13:49.289933
9085,,,True,국제복합운송론,장진열,물류학전공(연계),,전심,OFFLINE,3,False,5,5,0,3.0,5,5,9,10,2026-02-02 07:02:41.920179,2026-02-19 05:54:32.087564,2026-02-03 00:53:31.764879,2026-02-19 05:55:17.844418
9255,,,True,Introductory College Writing,피터 래버,교양,,심교,OFFLINE,3,False,5,5,0,3.0,5,5,9,10,2026-02-02 02:03:42.810599,2026-02-03 10:23:32.779289,2026-02-02 14:15:20.191431,2026-02-04 01:13:40.600724
9274,,,True,검도,박영민,교양,,심교,OFFLINE,1,False,6,6,0,3.0,4,4,9,10,2026-02-02 09:27:21.361954,2026-02-19 03:40:58.276206,2026-02-03 02:38:49.723028,2026-02-25 01:01:00.362776
9295,,,True,나만의AI에이전트제작,김성연,교양,,심교,OFFLINE,3,False,6,6,0,3.0,4,4,9,10,2026-02-01 16:40:10.758487,2026-02-04 14:16:44.318724,2026-02-01 17:29:49.723795,2026-02-04 01:16:44.172491
9323,,,True,미래사회이해와미래예측,오형석,교양,,심교,OFFLINE,3,False,5,5,0,3.0,5,5,9,10,2026-02-02 11:33:32.948668,2026-02-06 05:06:18.050851,2026-02-02 11:34:06.543633,2026-02-22 05:22:38.417519
9340,,,True,생활속의경제원리,오경희,교양,,심교,OFFLINE,3,True,4,4,0,3.0,6,6,9,10,2026-02-02 12:08:23.391903,2026-02-24 08:07:28.079404,2026-02-01 17:05:03.523240,2026-02-04 07:22:07.587912
9671,,,True,민법총칙,맹광호,법학부,1.0,전기,OFFLINE,3,False,3,3,1,3.0,7,7,9,10,2026-02-03 05:43:04.338886,2026-02-04 00:25:52.190922,2026-02-02 02:01:57.108962,2026-02-21 16:37:45.870334
