subject_id,course_code,semester,active,subject_name,professor,department,grade,subject_type,class_method,credits,is_night,schedule_count,schedule_text
9289,,,True,기초러시아어,강성희,교양,,심교,OFFLINE,3,False,1,금 6-9
9290,,,True,기초러시아어,강성희,교양,,심교,OFFLINE,3,False,1,금 2-5
9291,,,True,기초아랍어,김효정,교양,,심교,OFFLINE,3,False,1,화 7-10
9292,,,True,기타연주엘리트입문,조예리,교양,,심교,OFFLINE,1,True,1,화 10-12
9293,,,True,기타연주엘리트입문,권정구,교양,,심교,OFFLINE,1,False,1,목 7-9
9294,,,True,나로부터시작하는사회공헌,이영수,교양,,심교,OFFLINE,1,True,1,목 11-13
9295,,,True,나만의AI에이전트제작,김성연,교양,,심교,OFFLINE,3,False,1,수 4-7
9296,,,True,노자리더십의현대적해석,안성재,교양,,심교,OFFLINE,3,False,1,월 4-7
9297,,,True,노코드AI데이터분석실무,이선아,교양,,심교,OFFLINE,3,False,1,목 2-5
9298,,,True,녹색성장과환경,박찬진,교양,,심교,OFFLINE,3,False,1,월 5.5-8.5
9299,,,True,뉴스영어통역워크숍,박효진,교양,,심교,OFFLINE,2,True,1,목 10-12
9300,,,True,대중매체속바이오테크놀로지,예정용,교양,,심교,ONLINE,3,False,0,
9301,,,True,대중영어말하기,김정옥,교양,,심교,OFFLINE,2,False,1,수 4-6
9302,,,True,동물과인간사회,이종구,교양,,심교,OFFLINE,3,False,1,목 5-8
9303,,,True,동양의지혜와윤리,송승석,교양,,심교,OFFLINE,3,False,1,화 2.5-5.5
9304,,,True,동양의지혜와윤리,송승석,교양,,심교,OFFLINE,3,False,1,수 2.5-5.5
9305,,,True,디지털기반커뮤니케이션역량강화,김평원,교양,,심교,OFFLINE,2,True,1,수 10-12
9306,,,True,디지털미디어로보는무역과통상,고보민,교양,,심교,OFFLINE,3,False,1,수 5-8
9307,,,True,디지털세상의사이버윤리,김성우,교양,,심교,OFFLINE,3,False,1,금 1-4
9308,,,True,디지털세상의사이버윤리,김성우,교양,,심교,OFFLINE,3,False,1,금 5-8
9309,,,True,디지털시대의모바일앱만들기,박승진,교양,,심교,OFFLINE,3,False,1,수 7-10
9310,,,True,만화와웹툰의재구성,한상정,교양,,심교,ONLINE,3,False,0,
9311,,,True,무대미술의이해,임일진,교양,,심교,OFFLINE,3,False,1,목 2.5-5.5
9312,,,True,문학의숲에서치유를만나다,전미정,교양,,심교,OFFLINE,3,False,1,목 5.5-8.5
9313,,,True,문학의숲에서치유를만나다,전미정,교양,,심교,OFFLINE,3,False,1,목 2-5
