schedule_id,subject_id,subject_name,professor,department,grade,subject_type,day_of_week,start_time,end_time,duration
12385,10023,환경실험,이주경,건설환경공학전공,4.0,전핵,목,8.0,10.0,2.0
12386,10024,Hydroinformatics,장동우,건설환경공학전공,4.0,전심,월,2.0,3.0,1.0
12387,10024,Hydroinformatics,장동우,건설환경공학전공,4.0,전심,수,8.0,10.0,2.0
12388,10025,PSC구조설계,이승정,건설환경공학전공,4.0,전심,월,5.0,7.0,2.0
12389,10025,PSC구조설계,이승정,건설환경공학전공,4.0,전심,화,5.0,6.0,1.0
12390,10026,건설데이터애널리틱스,강정구,건설환경공학전공,4.0,전심,목,3.0,6.0,3.0
12391,10027,건설재료학및실험,이승정,건설환경공학전공,4.0,전심,월,8.0,10.0,2.0
12392,10027,건설재료학및실험,이승정,건설환경공학전공,4.0,전심,화,6.0,7.0,1.0
12393,10028,교량공학,심형보,건설환경공학전공,4.0,전심,월,3.0,5.0,2.0
12394,10028,교량공학,심형보,건설환경공학전공,4.0,전심,화,3.0,4.0,1.0
12395,10029,도로공학,박정희,건설환경공학전공,4.0,전심,화,8.0,9.0,1.0
12396,10029,도로공학,박정희,건설환경공학전공,4.0,전심,수,2.0,4.0,2.0
12397,10030,지능형도로계획및설계,양재호,건설환경공학전공,4.0,전심,화,6.0,9.0,3.0
12398,10031,자기설계세미나 I,이희관,도시환경공학부,1.0,전기,화,9.0,10.0,1.0
12399,10032,자기설계세미나 I,박정희,도시환경공학부,1.0,전기,화,9.0,10.0,1.0
12400,10033,자기설계세미나 I,이도균,도시환경공학부,1.0,전기,화,9.0,10.0,1.0
12401,10034,자기설계세미나 I,이승정,도시환경공학부,1.0,전기,화,9.0,10.0,1.0
12402,10035,자기설계세미나 I,우상인,도시환경공학부,1.0,전기,화,9.0,10.0,1.0
12403,10036,자기설계세미나 I,심형보,도시환경공학부,1.0,전기,화,9.0,10.0,1.0
12404,10037,엔지니어링소프트웨어,강정구,도시환경공학부,1.0,전핵,월,7.0,10.0,3.0
12405,10038,엔지니어링소프트웨어,이헌우,도시환경공학부,1.0,전핵,월,4.0,7.0,3.0
12406,10039,엔지니어링소프트웨어,유지예,도시환경공학부,1.0,전핵,화,5.0,8.0,3.0
12407,10040,도시데이터마이닝,양욱재,도시행정학과,1.0,전핵,화,8.5,10.0,1.5
12408,10040,도시데이터마이닝,양욱재,도시행정학과,1.0,전핵,목,8.5,10.0,1.5
12409,10041,도시행정학,미배정,도시행정학과,1.0,전핵,월,8.5,10.0,1.5
12410,10041,도시행정학,미배정,도시행정학과,1.0,전핵,수,8.5,10.0,1.5
12411,10042,공공인적자원관리론,이창길,도시행정학과,2.0,전핵,월,2.5,4.0,1.5
12412,10042,공공인적자원관리론,이창길,도시행정학과,2.0,전핵,화,2.5,4.0,1.5
12413,10043,도시계획론,최승준,도시행정학과,2.0,전핵,화,7.0,8.5,1.5
12414,10043,도시계획론,최승준,도시행정학과,2.0,전핵,목,5.5,7.0,1.5
12415,10044,도시사회학이론,최혜민,도시행정학과,2.0,전핵,수,2.5,4.0,1.5
12416,10044,도시사회학이론,최혜민,도시행정학과,2.0,전핵,목,2.5,4.0,1.5
12417,10045,도시빅데이터와머신러닝입문,신희수,도시행정학과,2.0,전심,수,4.0,7.0,3.0
12418,10046,도시재무행정론,강철구,도시행정학과,2.0,전심,목,7.0,10.0,3.0
12419,10047,도시환경정책론,양동우,도시행정학과,2.0,전심,금,4.0,7.0,3.0
12420,10048,도시조사분석방법론,최승준,도시행정학과,3.0,전핵,월,1.0,2.5,1.5
12421,10048,도시조사분석방법론,최승준,도시행정학과,3.0,전핵,수,1.0,2.5,1.5
12422,10049,정부예산과경제,윤광진,도시행정학과,3.0,전핵,수,5.5,8.5,3.0
12423,10050,도시공간과사회,미배정,도시행정학과,3.0,전심,화,4.0,7.0,3.0
12424,10051,도시교통계획론,양욱재,도시행정학과,3.0,전심,월,8.5,10.0,1.5
12425,10051,도시교통계획론,양욱재,도시행정학과,3.0,전심,수,8.5,10.0,1.5
12426,10052,도시문화정책론,이창길,도시행정학과,3.0,전심,월,5.5,7.0,1.5
12427,10052,도시문화정책론,이창길,도시행정학과,3.0,전심,화,8.5,10.0,1.5
12428,10053,도시정책분석론,백정미,도시행정학과,3.0,전심,목,1.0,4.0,3.0
12429,10054,도시환경빅데이터분석,최승준,도시행정학과,4.0,전심,월,7.0,8.5,1.5
12430,10054,도시환경빅데이터분석,최승준,도시행정학과,4.0,전심,수,7.0,8.5,1.5
12431,10055,부동산경제론,이슬,도시행정학과,4.0,전심,금,1.0,4.0,3.0
12432,10056,위기관리세미나,미배정,도시행정학과,4.0,전심,월,4.0,5.5,1.5
12433,10056,위기관리세미나,미배정,도시행정학과,4.0,전심,수,4.0,5.5,1.5
12434,10057,정책디자인세미나,최혜민,도시행정학과,4.0,전심,화,4.0,7.0,3.0
12435,10057,정책디자인세미나,최혜민,도시행정학과,4.0,전심,목,4.0,7.0,3.0
12436,10059,자기설계세미나 I,김윤경,윤리교육과,1.0,전기,월,6.0,7.0,1.0
12437,10060,동양문화와윤리,김윤경,윤리교육과,1.0,전핵,월,4.0,5.5,1.5
12438,10060,동양문화와윤리,김윤경,윤리교육과,1.0,전핵,수,2.5,4.0,1.5
12439,10061,윤리학개론,윤영돈,윤리교육과,1.0,전핵,월,2.5,4.0,1.5
12440,10061,윤리학개론,윤영돈,윤리교육과,1.0,전핵,금,7.0,8.5,1.5
12441,10062,정치철학고전세미나,이상원,윤리교육과,1.0,전심,월,7.0,8.5,1.5
12442,10062,정치철학고전세미나,이상원,윤리교육과,1.0,전심,수,4.0,5.5,1.5
12443,10063,도덕윤리교육론,김진하,윤리교육과,2.0,전핵,화,4.0,7.0,3.0
12444,10064,동양윤리사상,이선경,윤리교육과,2.0,전핵,화,7.0,10.0,3.0
12445,10065,사회윤리,이상원,윤리교육과,2.0,전심,월,5.5,7.0,1.5
12446,10065,사회윤리,이상원,윤리교육과,2.0,전심,목,7.0,8.5,1.5
12447,10066,서양고전과윤리,윤영돈,윤리교육과,2.0,전심,월,4.0,5.5,1.5
12448,10066,서양고전과윤리,윤영돈,윤리교육과,2.0,전심,금,4.0,5.5,1.5
12449,10067,시민교육론,이슬기,윤리교육과,3.0,전핵,수,4.0,7.0,3.0
12450,10068,윤리교육현장세미나,김윤경,윤리교육과,3.0,전심,수,7.0,10.0,3.0
12451,10069,한국불교윤리,박성일,윤리교육과,3.0,전심,월,1.0,4.0,3.0
12452,10070,도덕윤리교재연구및지도법,김진하,윤리교육과,4.0,전핵,화,1.0,4.0,3.0
12453,10071,다문화교육론,이슬기,윤리교육과,4.0,전심,수,7.0,10.0,3.0
12454,10072,동양고전과윤리,김윤경,윤리교육과,4.0,전심,화,7.0,8.5,1.5
12455,10072,동양고전과윤리,김윤경,윤리교육과,4.0,전심,목,8.5,10.0,1.5
12456,10074,자기설계세미나 I,이형우,역사교육과,1.0,전기,수,6.0,7.0,1.0
12457,10075,서양사개론및지도법,김정욱,역사교육과,1.0,전핵,월,7.0,8.5,1.5
12458,10075,서양사개론및지도법,김정욱,역사교육과,1.0,전핵,금,4.0,5.5,1.5
12459,10076,한국사개론및지도법,이형우,역사교육과,1.0,전핵,화,7.0,8.5,1.5
12460,10076,한국사개론및지도법,이형우,역사교육과,1.0,전핵,목,4.0,5.5,1.5
12461,10077,한국고대사,신유아,역사교육과,1.0,전심,화,5.5,7.0,1.5
12462,10077,한국고대사,신유아,역사교육과,1.0,전심,수,1.0,2.5,1.5
12463,10078,서양사사료강독,김정욱,역사교육과,2.0,전핵,월,4.0,5.5,1.5
12464,10078,서양사사료강독,김정욱,역사교육과,2.0,전핵,목,7.0,8.5,1.5
12465,10079,역사논리및논술에관한교육,김성자,역사교육과,2.0,전핵,월,2.5,4.0,1.5
12466,10079,역사논리및논술에관한교육,김성자,역사교육과,2.0,전핵,화,4.0,5.5,1.5
12467,10080,한국근세사,신유아,역사교육과,2.0,전핵,화,2.5,4.0,1.5
12468,10080,한국근세사,신유아,역사교육과,2.0,전핵,수,4.0,5.5,1.5
12469,10081,서양고대사,고경주,역사교육과,2.0,전심,수,1.0,4.0,3.0
12470,10082,지역사의이해와역사교육,이형우,역사교육과,2.0,전심,수,8.0,10.0,2.0
12471,10083,동양사사료강독,김선혜,역사교육과,3.0,전핵,화,3.0,6.0,3.0
12472,10084,역사교육론,김성자,역사교육과,3.0,전핵,화,1.0,2.5,1.5
12473,10084,역사교육론,김성자,역사교육과,3.0,전핵,목,1.0,2.5,1.5
12474,10085,서양 근현대사 연습,김정욱,역사교육과,3.0,전심,화,7.0,8.5,1.5
12475,10085,서양 근현대사 연습,김정욱,역사교육과,3.0,전심,목,4.0,5.5,1.5
12476,10086,한국중세사,이형우,역사교육과,3.0,전심,수,4.0,5.5,1.5
12477,10086,한국중세사,이형우,역사교육과,3.0,전심,목,2.5,4.0,1.5
12478,10087,한국사회경제사,정다혜,역사교육과,4.0,전핵,수,1.0,4.0,3.0
12479,10088,역사교육특강,김성자,역사교육과,4.0,전심,월,4.0,5.5,1.5
12480,10088,역사교육특강,김성자,역사교육과,4.0,전심,수,4.0,5.5,1.5
12481,10089,한국현대사,김상규,역사교육과,4.0,전심,수,7.0,10.0,3.0
12482,10090,유아교육론,김현경,유아교육과,1.0,전기,금,2.0,5.0,3.0
12483,10091,자기설계세미나 I,정윤주,유아교육과,1.0,전기,수,3.0,4.0,1.0
12484,10092,숲유치원교육론,김민정,유아교육과,1.0,전핵,화,6.0,9.0,3.0
12485,10093,유아음악교육,김상림,유아교육과,1.0,전심,수,4.0,5.5,1.5
12486,10093,유아음악교육,김상림,유아교육과,1.0,전심,목,2.5,4.0,1.5
12487,10094,유아과학교육,안효진,유아교육과,2.0,전핵,수,2.5,4.0,1.5
12488,10094,유아과학교육,안효진,유아교육과,2.0,전핵,금,4.0,5.5,1.5
12489,10095,아동건강교육,정윤주,유아교육과,2.0,전심,수,4.0,5.5,1.5
12490,10095,아동건강교육,정윤주,유아교육과,2.0,전심,목,4.0,5.5,1.5
12491,10096,유아사회교육,김현경,유아교육과,2.0,전심,금,6.0,9.0,3.0
12492,10097,유아수학교육,김상림,유아교육과,2.0,전심,수,5.5,7.0,1.5
12493,10097,유아수학교육,김상림,유아교육과,2.0,전심,목,5.5,7.0,1.5
12494,10098,유아교과교육론,이아름,유아교육과,3.0,전핵,화,2.0,5.0,3.0
12495,10099,유아교육과정,안효진,유아교육과,3.0,전핵,수,5.5,7.0,1.5
12496,10099,유아교육과정,안효진,유아교육과,3.0,전핵,목,2.5,4.0,1.5
12497,10100,영유아교수방법론,이현정,유아교육과,3.0,전심,화,6.0,9.0,3.0
12498,10101,유아교과교재연구및지도법,김성희,유아교육과,4.0,전핵,월,6.0,9.0,3.0
12499,10102,현장밀착유아교육세미나,안동근,유아교육과,4.0,전핵,화,4.0,6.0,2.0
12500,10102,현장밀착유아교육세미나,안동근,유아교육과,4.0,전핵,금,1.0,2.0,1.0
12501,10103,부모교육,정윤주,유아교육과,4.0,전심,월,4.0,5.5,1.5
12502,10103,부모교육,정윤주,유아교육과,4.0,전심,목,5.5,7.0,1.5
12503,10104,수영교수법1,성선경,체육교육과,1.0,전기,금,8.0,10.0,2.0
12504,10105,육상교수법1,유창완,체육교육과,1.0,전기,화,1.0,3.0,2.0
12505,10106,자기설계세미나 I,박정준,체육교육과,1.0,전기,화,5.0,6.0,1.0
12506,10107,체조교수법1,류영,체육교육과,1.0,전기,월,9.0,11.0,2.0
12507,10108,체육사·철학,민은지,체육교육과,1.0,전핵,금,5.0,8.0,3.0
12508,10109,테니스교수법,이승용,체육교육과,1.0,전심,목,1.0,3.0,2.0
12509,10110,특수체육,최강원,체육교육과,1.0,전심,월,6.0,9.0,3.0
12510,10111,체육교육론,유창완,체육교육과,2.0,전핵,월,1.0,2.5,1.5
12511,10111,체육교육론,유창완,체육교육과,2.0,전핵,화,7.0,8.5,1.5
12512,10112,체육심리학,장도진,체육교육과,2.0,전핵,수,5.0,8.0,3.0
12513,10113,건강교육,이승용,체육교육과,2.0,전심,월,2.5,4.0,1.5
12514,10113,건강교육,이승용,체육교육과,2.0,전심,화,8.5,10.0,1.5
12515,10114,뉴스포츠,유창완,체육교육과,2.0,전심,월,6.0,8.0,2.0
12516,10115,배구교수법,미배정,체육교육과,2.0,전심,목,8.0,10.0,2.0
12517,10116,스포츠윤리 및 인성교육,미배정,체육교육과,2.0,전심,금,7.0,10.0,3.0
12518,10117,종합실기(1),양종현,체육교육과,2.0,전심,수,8.0,10.0,2.0
12519,10118,체육논리및논술,박정준,체육교육과,2.0,전심,수,2.0,4.0,2.0
12520,10119,운동생리학,이승용,체육교육과,3.0,전핵,화,3.0,5.0,2.0
12521,10119,운동생리학,이승용,체육교육과,3.0,전핵,수,1.0,2.0,1.0
12522,10120,운동역학,양종현,체육교육과,3.0,전핵,월,1.0,2.5,1.5
12523,10120,운동역학,양종현,체육교육과,3.0,전핵,화,1.0,2.5,1.5
12524,10121,체육교수학습론,박정준,체육교육과,3.0,전핵,월,6.0,8.0,2.0
12525,10121,체육교수학습론,박정준,체육교육과,3.0,전핵,수,4.0,5.0,1.0
12526,10122,배드민턴교수법,미배정,체육교육과,3.0,전심,수,2.0,4.0,2.0
12527,10123,야외스포츠2,양종현,체육교육과,3.0,전심,화,6.0,8.0,2.0
12528,10124,종합실기(3),이승용,체육교육과,3.0,전심,수,8.0,10.0,2.0
12529,10125,축구교수법,미배정,체육교육과,3.0,전심,화,9.0,11.0,2.0
12530,10126,태권도교수법,김근진,체육교육과,3.0,전심,목,8.0,10.0,2.0
12531,10127,스포츠교육학총론,박정준,체육교육과,4.0,전심,화,1.0,3.0,2.0
12532,10127,스포츠교육학총론,박정준,체육교육과,4.0,전심,수,1.0,2.0,1.0
12533,10128,종합실기(5),유창완,체육교육과,4.0,전심,수,8.0,10.0,2.0
12534,10129,체육학연구설계,양종현,체육교육과,4.0,전심,월,4.0,6.0,2.0
12535,10129,체육학연구설계,양종현,체육교육과,4.0,전심,목,1.0,3.0,2.0
12536,10130,트레이닝방법론,이승용,체육교육과,4.0,전심,목,5.5,8.5,3.0
12537,10130,트레이닝방법론,이승용,체육교육과,4.0,전심,금,1.0,4.0,3.0
12538,10131,학교체육 정책 및 행정,유창완,체육교육과,4.0,전심,화,3.0,4.0,1.0
12539,10131,학교체육 정책 및 행정,유창완,체육교육과,4.0,전심,수,2.0,4.0,2.0
12540,10132,RISE,장규환,수학교육과,,전심,월,5.5,7.0,1.5
12541,10132,RISE,장규환,수학교육과,,전심,수,5.5,7.0,1.5
12542,10134,대학수학(1),하구용,수학교육과,1.0,기교,수,5.5,7.0,1.5
12543,10134,대학수학(1),하구용,수학교육과,1.0,기교,금,5.5,7.0,1.5
12544,10135,자기설계세미나,윤영훈,수학교육과,1.0,전기,목,7.0,8.0,1.0
12545,10136,선형대수학1,정찬석,수학교육과,1.0,전핵,화,2.5,4.0,1.5
12546,10136,선형대수학1,정찬석,수학교육과,1.0,전핵,목,2.5,4.0,1.5
12547,10137,수학교사를 위한 인성교육,이창석,수학교육과,1.0,전심,목,9.0,12.0,3.0
12548,10138,수학교육과컴퓨터,이동선,수학교육과,1.0,전심,월,5.5,7.0,1.5
12549,10138,수학교육과컴퓨터,이동선,수학교육과,1.0,전심,금,2.5,4.0,1.5
12550,10139,수학교과교육론,왕효원,수학교육과,2.0,전핵,월,4.0,5.5,1.5
12551,10139,수학교과교육론,왕효원,수학교육과,2.0,전핵,수,4.0,5.5,1.5
12552,10140,해석학,윤영훈,수학교육과,2.0,전핵,화,6.0,8.0,2.0
12553,10140,해석학,윤영훈,수학교육과,2.0,전핵,금,3.0,5.0,2.0
12554,10141,미분방정식,이동선,수학교육과,2.0,전심,화,4.0,5.5,1.5
12555,10141,미분방정식,이동선,수학교육과,2.0,전심,금,5.5,7.0,1.5
12556,10142,조합및그래프이론,하구용,수학교육과,2.0,전심,수,1.0,2.5,1.5
12557,10142,조합및그래프이론,하구용,수학교육과,2.0,전심,금,1.0,2.5,1.5
12558,10143,집합론,장규환,수학교육과,2.0,전심,월,2.5,4.0,1.5
12559,10143,집합론,장규환,수학교육과,2.0,전심,수,2.5,4.0,1.5
12560,10144,복소해석학1,오혜영,수학교육과,3.0,전핵,수,5.5,8.5,3.0
12561,10145,위상수학1,정찬석,수학교육과,3.0,전핵,화,1.0,2.5,1.5
12562,10145,위상수학1,정찬석,수학교육과,3.0,전핵,목,1.0,2.5,1.5
12563,10146,현대대수학1,장규환,수학교육과,3.0,전핵,화,2.5,4.0,1.5
12564,10146,현대대수학1,장규환,수학교육과,3.0,전핵,목,2.5,4.0,1.5
12565,10147,확률및통계2,하구용,수학교육과,3.0,전심,수,2.5,4.0,1.5
12566,10147,확률및통계2,하구용,수학교육과,3.0,전심,금,2.5,4.0,1.5
12567,10148,대수학특강,장규환,수학교육과,4.0,전심,화,7.0,8.5,1.5
12568,10148,대수학특강,장규환,수학교육과,4.0,전심,목,7.0,8.5,1.5
12569,10149,미분기하2,이동선,수학교육과,4.0,전심,월,4.0,5.5,1.5
12570,10149,미분기하2,이동선,수학교육과,4.0,전심,수,4.0,5.5,1.5
12571,10150,수학교사를위한해석학,윤영훈,수학교육과,4.0,전심,화,8.5,10.0,1.5
12572,10150,수학교사를위한해석학,윤영훈,수학교육과,4.0,전심,목,5.5,7.0,1.5
12573,10151,수학논리및논술에관한교육,왕효원,수학교육과,4.0,전심,월,2.5,4.0,1.5
12574,10151,수학논리및논술에관한교육,왕효원,수학교육과,4.0,전심,수,2.5,4.0,1.5
12575,10152,일본어입문Ⅰ,조선영,일어교육과,1.0,전기,월,2.5,4.0,1.5
12576,10152,일본어입문Ⅰ,조선영,일어교육과,1.0,전기,금,2.5,4.0,1.5
12577,10153,자기설계세미나,최현필,일어교육과,1.0,전기,월,7.0,8.0,1.0
12578,10154,초급일본어회화,우오즈미 야스코,일어교육과,1.0,전핵,화,2.5,5.5,3.0
12579,10155,일본어음성교육,최현필,일어교육과,1.0,전심,월,5.5,7.0,1.5
12580,10155,일본어음성교육,최현필,일어교육과,1.0,전심,목,4.0,5.5,1.5
12581,10156,일본어문법,최은혁,일어교육과,2.0,전핵,월,4.0,5.5,1.5
12582,10156,일본어문법,최은혁,일어교육과,2.0,전핵,금,4.0,5.5,1.5
12583,10157,일본어학개론,조선영,일어교육과,2.0,전핵,화,0.0,1.0,1.0
12584,10157,일본어학개론,조선영,일어교육과,2.0,전핵,목,3.0,5.0,2.0
12585,10158,일본문화,하야사와 마사토,일어교육과,2.0,전심,화,7.0,9.0,2.0
12586,10158,일본문화,하야사와 마사토,일어교육과,2.0,전심,목,6.0,7.0,1.0
12587,10159,일본어강독,최현필,일어교육과,2.0,전심,월,2.5,4.0,1.5
12588,10159,일본어강독,최현필,일어교육과,2.0,전심,목,7.0,8.5,1.5
12589,10160,현장일본어회화Ⅰ,미배정,일어교육과,2.0,전심,수,2.0,5.0,3.0
12590,10161,일본어교과교육론,최현필,일어교육과,3.0,전핵,화,2.5,4.0,1.5
12591,10161,일본어교과교육론,최현필,일어교육과,3.0,전핵,수,2.5,4.0,1.5
12592,10162,디지털콘텐츠제작교육,홍영일,일어교육과,3.0,전심,수,6.0,9.0,3.0
12593,10163,일본근대문학,하야사와 마사토,일어교육과,3.0,전심,수,4.0,5.5,1.5
12594,10163,일본근대문학,하야사와 마사토,일어교육과,3.0,전심,금,4.0,5.5,1.5
12595,10164,일본어작문,조선영,일어교육과,3.0,전심,월,5.5,7.0,1.5
12596,10164,일본어작문,조선영,일어교육과,3.0,전심,금,5.5,7.0,1.5
12597,10165,일어교육현장세미나,한세환,일어교육과,3.0,전심,월,10.0,13.0,3.0
12598,10166,문학작품번역지도,하야사와 마사토,일어교육과,4.0,전심,수,7.0,8.5,1.5
12599,10166,문학작품번역지도,하야사와 마사토,일어교육과,4.0,전심,목,2.5,4.0,1.5
12600,10167,비즈니스일본어교육,최은혁,일어교육과,4.0,전심,월,2.5,4.0,1.5
12601,10167,비즈니스일본어교육,최은혁,일어교육과,4.0,전심,금,2.5,4.0,1.5
12602,10168,자기설계세미나 I,김정수,영어교육과,1.0,전기,월,7.0,8.0,1.0
12603,10169,영어회화,매튜,영어교육과,1.0,전핵,월,3.0,6.0,3.0
12604,10170,영어문장연습,신양숙,영어교육과,1.0,전심,화,7.0,10.0,3.0
12605,10171,작문기초,신은솔,영어교육과,1.0,전심,수,5.5,7.0,1.5
12606,10171,작문기초,신은솔,영어교육과,1.0,전심,금,5.5,7.0,1.5
12607,10172,영문학개론,매튜,영어교육과,2.0,전핵,금,4.0,7.0,3.0
12608,10173,영어학개론,김정수,영어교육과,2.0,전핵,월,1.0,2.5,1.5
12609,10173,영어학개론,김정수,영어교육과,2.0,전핵,수,8.5,10.0,1.5
12610,10174,영어수업연습,김혜영,영어교육과,2.0,전심,월,5.5,7.0,1.5
12611,10174,영어수업연습,김혜영,영어교육과,2.0,전심,화,5.5,7.0,1.5
12612,10175,인공지능시대의영어커뮤니케이션,매튜,영어교육과,2.0,전심,금,1.0,4.0,3.0
12613,10176,영어교과교재연구및지도법,김혜영,영어교육과,3.0,전핵,월,2.5,4.0,1.5
12614,10176,영어교과교재연구및지도법,김혜영,영어교육과,3.0,전핵,화,4.0,5.5,1.5
12615,10177,영어음성음운론,정예지,영어교육과,3.0,전핵,화,7.0,8.5,1.5
12616,10177,영어음성음운론,정예지,영어교육과,3.0,전핵,수,7.0,8.5,1.5
12617,10178,영어교과교육론,김혜영,영어교육과,4.0,전핵,월,4.0,5.5,1.5
12618,10178,영어교과교육론,김혜영,영어교육과,4.0,전핵,화,2.5,4.0,1.5
12619,10179,영어작문,신은솔,영어교육과,4.0,전핵,수,4.0,5.5,1.5
12620,10179,영어작문,신은솔,영어교육과,4.0,전핵,금,4.0,5.5,1.5
12621,10180,영어구문분석과기술문법,김정수,영어교육과,4.0,전심,화,1.0,2.5,1.5
12622,10180,영어구문분석과기술문법,김정수,영어교육과,4.0,전심,목,2.5,4.0,1.5
12623,10181,중등교육현장세미나,윤선인,영어교육과,4.0,전심,화,10.0,13.0,3.0
12624,10182,자기설계세미나,김윤신,국어교육과,1.0,전기,금,3.0,4.0,1.0
12625,10183,국어교육론,박주형,국어교육과,1.0,전핵,월,2.5,4.0,1.5
12626,10183,국어교육론,박주형,국어교육과,1.0,전핵,수,5.5,7.0,1.5
12627,10184,의사소통교육론,김평원,국어교육과,1.0,전핵,목,7.0,8.5,1.5
12628,10184,의사소통교육론,김평원,국어교육과,1.0,전핵,금,7.0,8.5,1.5
12629,10185,국어문법론,김윤신,국어교육과,2.0,전핵,수,2.5,4.0,1.5
12630,10185,국어문법론,김윤신,국어교육과,2.0,전핵,금,5.5,7.0,1.5
12631,10186,문학교육론,박주형,국어교육과,2.0,전핵,월,5.5,7.0,1.5
12632,10186,문학교육론,박주형,국어교육과,2.0,전핵,화,7.0,8.5,1.5
12633,10187,국어교육을위한기초한문,배은희,국어교육과,2.0,전심,수,7.0,10.0,3.0
12634,10188,국어음운교육론,김윤신,국어교육과,2.0,전심,수,4.0,5.5,1.5
12635,10188,국어음운교육론,김윤신,국어교육과,2.0,전심,금,8.5,10.0,1.5
12636,10189,수사학과작문교육론,이중언,국어교육과,2.0,전심,수,10.0,13.0,3.0
12637,10190,인공지능시대의국어과교수학습방법I,오윤주,국어교육과,3.0,전기,화,8.0,10.0,2.0
12638,10191,고전시가교육론,배은희,국어교육과,3.0,전핵,목,7.0,10.0,3.0
12639,10192,국어사,김윤신,국어교육과,3.0,전핵,월,7.0,8.5,1.5
12640,10192,국어사,김윤신,국어교육과,3.0,전핵,화,4.0,5.5,1.5
12641,10194,다문화생태문학교육세미나,박주형,국어교육과,3.0,전심,화,2.0,4.0,2.0
12642,10196,문법교육론,김윤신,국어교육과,4.0,전핵,월,8.5,10.0,1.5
12643,10196,문법교육론,김윤신,국어교육과,4.0,전핵,화,5.5,7.0,1.5
12644,10197,국어교육과창의융합세미나,박주형,국어교육과,4.0,전심,화,8.5,10.0,1.5
12645,10197,국어교육과창의융합세미나,박주형,국어교육과,4.0,전심,수,2.5,4.0,1.5
12646,10198,기초인체해부학,박영민,운동건강학부,1.0,전기,화,8.5,10.0,1.5
12647,10198,기초인체해부학,박영민,운동건강학부,1.0,전기,목,7.0,8.5,1.5
12648,10199,기초인체해부학,박영민,운동건강학부,1.0,전기,화,7.0,8.5,1.5
12649,10199,기초인체해부학,박영민,운동건강학부,1.0,전기,목,8.5,10.0,1.5
12650,10200,자기설계세미나 I,성호준,운동건강학부,1.0,전기,화,5.0,6.0,1.0
12651,10201,자기설계세미나 I,임명주,운동건강학부,1.0,전기,월,9.0,10.0,1.0
12652,10202,자기설계세미나 I,김남웅,운동건강학부,1.0,전기,목,5.0,6.0,1.0
12653,10203,자기설계세미나 I,김동일,운동건강학부,1.0,전기,화,5.0,6.0,1.0
12654,10204,건강운동개론,황문현,운동건강학부,1.0,전심,목,3.0,5.0,2.0
12655,10205,건강운동개론,황문현,운동건강학부,1.0,전심,목,1.0,3.0,2.0
12656,10206,건강워킹&러닝,민은지,운동건강학부,1.0,전심,금,3.0,5.0,2.0
12657,10207,건강워킹&러닝,민은지,운동건강학부,1.0,전심,금,1.0,3.0,2.0
12658,10208,수영기초,전재희,운동건강학부,1.0,전심,월,8.0,10.0,2.0
12659,10209,수영기초,전재희,운동건강학부,1.0,전심,금,8.0,10.0,2.0
12660,10210,수영기초,전재희,운동건강학부,1.0,전심,금,6.0,8.0,2.0
12661,10211,웨이트트레이닝,이주희,운동건강학부,1.0,전심,금,8.0,10.0,2.0
12662,10212,웨이트트레이닝,황순범,운동건강학부,1.0,전심,수,6.0,8.0,2.0
12663,10213,웨이트트레이닝,황순범,운동건강학부,1.0,전심,수,8.0,10.0,2.0
12664,10214,웨이트트레이닝,이주희,운동건강학부,1.0,전심,금,6.0,8.0,2.0
12665,10215,운동과스포츠생리학,황문현,운동건강학부,2.0,전기,월,1.0,2.5,1.5
12666,10215,운동과스포츠생리학,황문현,운동건강학부,2.0,전기,수,4.0,5.5,1.5
12667,10216,운동과스포츠생리학,황문현,운동건강학부,2.0,전기,월,2.5,4.0,1.5
12668,10216,운동과스포츠생리학,황문현,운동건강학부,2.0,전기,수,5.5,7.0,1.5
12669,10217,해양훈련,성창훈,운동건강학부,2.0,전기,월,6.0,8.0,2.0
12670,10218,해양훈련,미배정,운동건강학부,2.0,전기,목,6.0,8.0,2.0
12671,10219,해양훈련,전재희,운동건강학부,2.0,전기,월,6.0,8.0,2.0
12672,10220,기능해부학,홍성현,운동건강학부,2.0,전핵,화,1.0,4.0,3.0
12673,10221,기능해부학,홍성현,운동건강학부,2.0,전핵,수,1.0,4.0,3.0
12674,10222,GX,임명주,운동건강학부,2.0,전심,화,2.0,4.0,2.0
12675,10223,GX,임명주,운동건강학부,2.0,전심,화,4.0,6.0,2.0
12676,10224,스포츠경제학,성호준,운동건강학부,2.0,전심,월,4.0,6.0,2.0
12677,10225,스포츠클라이밍,도은나,운동건강학부,2.0,전심,금,3.0,5.0,2.0
12678,10226,스포츠클라이밍,도은나,운동건강학부,2.0,전심,금,5.0,7.0,2.0
12679,10227,인도어스포츠,신기성,운동건강학부,2.0,전심,화,8.0,10.0,2.0
12680,10228,인도어스포츠,신기성,운동건강학부,2.0,전심,화,6.0,8.0,2.0
12681,10229,장애및질환에따른신체활동,김동일,운동건강학부,2.0,전심,월,8.0,10.0,2.0
12682,10230,생체역학,김남웅,운동건강학부,3.0,전기,화,5.5,7.0,1.5
12683,10230,생체역학,김남웅,운동건강학부,3.0,전기,수,7.0,8.5,1.5
12684,10231,생체역학,김남웅,운동건강학부,3.0,전기,화,4.0,5.5,1.5
